CIP2020Code,CIP2020Title,SOC2018Code,SOC2018Title
60.0713,Family Medicine Nurse Practitioner Residency/Fellowship Program.,29-1171,Nurse Practitioners
60.0714,Gastroenterology and Hepatology Nurse Practitioner Residency/Fellowship Program.,29-1171,Nurse Practitioners
60.0715,Gastroenterology Nurse Practitioner Residency/Fellowship Program.,29-1171,Nurse Practitioners
60.0716,Genetics Nurse Practitioner Residency/Fellowship Program.,29-1171,Nurse Practitioners
60.0717,Gerontology Nurse Practitioner Residency/Fellowship Program.,29-1171,Nurse Practitioners
60.0718,Global Health Nurse Practitioner Residency/Fellowship Program.,29-1171,Nurse Practitioners
60.0719,Hematology-Oncology Nurse Practitioner Residency/Fellowship Program.,29-1171,Nurse Practitioners
60.0720,Hepatology Nurse Practitioner Residency/Fellowship Program.,29-1171,Nurse Practitioners
60.0721,Home-Based Primary Care Nurse Practitioner Residency/Fellowship Program.,29-1171,Nurse Practitioners
60.0722,Hospice and Palliative Medicine Nurse Practitioner Residency/Fellowship Program.,29-1171,Nurse Practitioners
60.0723,Hospital Medicine Nurse Practitioner Residency/Fellowship Program.,29-1171,Nurse Practitioners
60.0724,Infectious Diseases Nurse Practitioner Residency/Fellowship Program.,29-1171,Nurse Practitioners
60.0725,Neonatal Nurse Practitioner Residency/Fellowship Program.,29-1171,Nurse Practitioners
60.0726,Nephrology Nurse Practitioner Residency/Fellowship Program.,29-1171,Nurse Practitioners
60.0727,Neurology Nurse Practitioner Residency/Fellowship Program.,29-1171,Nurse Practitioners
60.0728,Neuroscience Nurse Practitioner Residency/Fellowship Program.,29-1171,Nurse Practitioners
60.0729,Obstetrics and Gynecology Nurse Practitioner Residency/Fellowship Program.,29-1171,Nurse Practitioners
60.0730,Occupational Health Nurse Practitioner Residency/Fellowship Program.,29-1171,Nurse Practitioners
60.0731,Orthopedic Nurse Practitioner Residency/Fellowship Program.,29-1171,Nurse Practitioners
60.0732,Orthopedic Surgery Nurse Practitioner Residency/Fellowship Program.,29-1171,Nurse Practitioners
60.0733,Pain Management Nurse Practitioner Residency/Fellowship Program.,29-1171,Nurse Practitioners
60.0734,Palliative Care Nurse Practitioner Residency/Fellowship Program.,29-1171,Nurse Practitioners
60.0735,Pediatric Hematology-Oncology Nurse Practitioner Residency/Fellowship Program.,29-1171,Nurse Practitioners
60.0736,Pediatric Nurse Practitioner Residency/Fellowship Program.,29-1171,Nurse Practitioners
60.0737,Pediatric Rehabilitation Nurse Practitioner Residency/Fellowship Program.,29-1171,Nurse Practitioners
60.0738,Psychiatric/Mental Health Nurse Practitioner Residency/Fellowship Program.,29-1171,Nurse Practitioners
60.0739,Public/Community Health Nurse Practitioner Residency/Fellowship Program.,29-1171,Nurse Practitioners
60.0740,Pulmonary Nurse Practitioner Residency/Fellowship Program.,29-1171,Nurse Practitioners
60.0741,Rheumatology Nurse Practitioner Residency/Fellowship Program.,29-1171,Nurse Practitioners
60.0742,Rural Health Nurse Practitioner Residency/Fellowship Program.,29-1171,Nurse Practitioners
60.0743,Sleep Medicine Nurse Practitioner Residency/Fellowship Program.,29-1171,Nurse Practitioners
60.0744,Surgical and Critical Care Nurse Practitioner Residency/Fellowship Program.,29-1171,Nurse Practitioners
60.0745,Surgical Wound and Reconstruction Nurse Practitioner Residency/Fellowship Program.,29-1171,Nurse Practitioners
60.0746,Transplantation Nurse Practitioner Residency/Fellowship Program.,29-1171,Nurse Practitioners
60.0747,Trauma and Critical Care Nurse Practitioner Residency/Fellowship Program.,29-1171,Nurse Practitioners
60.0748,Urgent Care Nurse Practitioner Residency/Fellowship Program.,29-1171,Nurse Practitioners
60.0749,Urology Nurse Practitioner Residency/Fellowship Program.,29-1171,Nurse Practitioners
60.0750,Women's Health Nurse Practitioner Residency/Fellowship Program.,29-1171,Nurse Practitioners
60.0751,Wound Care Nurse Practitioner Residency/Fellowship Program.,29-1171,Nurse Practitioners
60.0799,"Nurse Practitioner Residency/Fellowship Program, Other.",29-1171,Nurse Practitioners
60.0801,"Pharmacy Residency/Fellowship Program, General.",29-1051,Pharmacists
60.0802,Combined Pharmacy Residency/Fellowship Program.,29-1051,Pharmacists
60.0803,Ambulatory Care Pharmacy Residency/Fellowship Program.,29-1051,Pharmacists
60.0804,Cardiology Pharmacy Residency/Fellowship Program.,29-1051,Pharmacists
60.0805,Clinical Pharmacogenomics Pharmacy Residency/Fellowship Program.,29-1051,Pharmacists
60.0806,Community/Community-Based Pharmacy Residency/Fellowship Program.,29-1051,Pharmacists
60.0807,Corporate Pharmacy Leadership Residency/Fellowship Program.,29-1051,Pharmacists
60.0808,Critical Care Pharmacy Residency/Fellowship Program.,29-1051,Pharmacists
60.0809,Drug Information Pharmacy Residency/Fellowship Program,29-1051,Pharmacists
60.0810,Emergency Medicine Pharmacy Residency/Fellowship Program.,29-1051,Pharmacists
60.0811,Family Medicine Pharmacy Residency/Fellowship Program.,29-1051,Pharmacists
60.0812,Geriatric Pharmacy Residency/Fellowship Program.,29-1051,Pharmacists
60.0813,Health System Medication Management Pharmacy Residency/Fellowship Program.,29-1051,Pharmacists
60.0814,Health System Pharmacy Administration and Leadership Residency/Fellowship Program.,29-1051,Pharmacists
60.0815,Infectious Diseases Pharmacy Residency/Fellowship Program.,29-1051,Pharmacists
60.0816,Internal Medicine Pharmacy Residency/Fellowship Program.,29-1051,Pharmacists
60.0817,Investigational Drugs and Research Pharmacy Residency/Fellowship Program.,29-1051,Pharmacists
60.0818,Managed Care Pharmacy Residency/Fellowship Program.,29-1051,Pharmacists
60.0819,Medication Systems and Operations Pharmacy Residency/Fellowship Program.,29-1051,Pharmacists
60.0820,Medication-Use Safety Pharmacy Residency/Fellowship Program.,29-1051,Pharmacists
60.0821,Neonatal Pharmacy Residency/Fellowship Program.,29-1051,Pharmacists
60.0822,Nephrology Pharmacy Residency/Fellowship Program.,29-1051,Pharmacists
60.0823,Neurology Pharmacy Residency/Fellowship Program.,29-1051,Pharmacists
60.0824,Nuclear Pharmacy Residency/Fellowship Program.,29-1051,Pharmacists
60.0825,Nutrition Support Pharmacy Residency/Fellowship Program.,29-1051,Pharmacists
60.0826,Oncology Pharmacy Residency/Fellowship Program.,29-1051,Pharmacists
60.0827,Palliative Care/Pain Management Pharmacy Residency/Fellowship Program.,29-1051,Pharmacists
60.0828,Pediatric Pharmacy Residency/Fellowship Program.,29-1051,Pharmacists
60.0829,Pharmacotherapy Pharmacy Residency/Fellowship Program.,29-1051,Pharmacists
60.0830,Pharmacy Informatics Pharmacy Residency/Fellowship Program.,29-1051,Pharmacists
60.0831,Psychiatric Pharmacy Residency/Fellowship Program.,29-1051,Pharmacists
60.0832,Transplantation Pharmacy Residency/Fellowship Program.,29-1051,Pharmacists
60.0899,"Pharmacy Residency Programs, Other.",29-1051,Pharmacists
60.0901,"Physician Assistant Residency/Fellowship Program, General.",29-1071,Physician Assistants
60.0902,Combined Physician Assistant Residency/Fellowship Program.,29-1071,Physician Assistants
60.0903,Acute Care Medicine Physician Assistant Residency/Fellowship Program.,29-1071,Physician Assistants
60.0904,Acute Care Surgery Physician Assistant Residency/Fellowship Program.,29-1071,Physician Assistants
60.0905,Cardiology Physician Assistant Residency/Fellowship Program.,29-1071,Physician Assistants
60.0906,Cardiothoracic Surgery Physician Assistant Residency/Fellowship Program.,29-1071,Physician Assistants
60.0907,Critical Care Physician Assistant Residency/Fellowship Program.,29-1071,Physician Assistants
60.0908,Critical Care and Trauma Surgery Physician Assistant Residency/Fellowship Program.,29-1071,Physician Assistants
60.0909,Emergency Medicine Physician Assistant Residency/Fellowship Program.,29-1071,Physician Assistants
60.0910,ENT Surgery Physician Assistant Residency/Fellowship Program.,29-1071,Physician Assistants
60.0911,Family Medicine Physician Assistant Residency/Fellowship Program.,29-1071,Physician Assistants
60.0912,Geriatrics Physician Assistant Residency/Fellowship Program.,29-1071,Physician Assistants
60.0913,Hematology-Oncology Physician Assistant Residency/Fellowship Program.,29-1071,Physician Assistants
60.0914,Hepatobiliary Surgery Physician Assistant Residency/Fellowship Program.,29-1071,Physician Assistants
60.0915,Hospitalist Physician Assistant Residency/Fellowship Program.,29-1071,Physician Assistants
60.0916,Neurosurgery Physician Assistant Residency/Fellowship Program.,29-1071,Physician Assistants
60.0917,Orthopedic Surgery Physician Assistant Residency/Fellowship Program.,29-1071,Physician Assistants
60.0918,Pediatric Surgery Physician Assistant Residency/Fellowship Program.,29-1071,Physician Assistants
60.0919,Transplant Surgery Physician Assistant Residency/Fellowship Program.,29-1071,Physician Assistants
60.0920,Urology Physician Assistant Residency/Fellowship Program.,29-1071,Physician Assistants
60.0999,"Physician Assistant Residency/Fellowship Program, Other.",29-1071,Physician Assistants
60.9999,"Health Professions Residency/Fellowship Programs, Other.",99-9999,NO MATCH
61.0101,"Combined Medical Residency/Fellowship Program, General.",19-1042,"Medical Scientists, Except Epidemiologists"
61.0101,"Combined Medical Residency/Fellowship Program, General.",25-1071,"Health Specialties Teachers, Postsecondary"
61.0101,"Combined Medical Residency/Fellowship Program, General.",29-1229,"Physicians, All Other"
61.0101,"Combined Medical Residency/Fellowship Program, General.",29-1249,"Surgeons, All Other"
61.0102,Diagnostic Radiology/Nuclear Medicine Combined Specialty Program.,19-1042,"Medical Scientists, Except Epidemiologists"
61.0102,Diagnostic Radiology/Nuclear Medicine Combined Specialty Program.,25-1071,"Health Specialties Teachers, Postsecondary"
61.0102,Diagnostic Radiology/Nuclear Medicine Combined Specialty Program.,29-1224,Radiologists
61.0103,Emergency Medicine/Anesthesiology Combined Specialty Program.,19-1042,"Medical Scientists, Except Epidemiologists"
61.0103,Emergency Medicine/Anesthesiology Combined Specialty Program.,25-1071,"Health Specialties Teachers, Postsecondary"
61.0103,Emergency Medicine/Anesthesiology Combined Specialty Program.,29-1211,Anesthesiologists
61.0103,Emergency Medicine/Anesthesiology Combined Specialty Program.,29-1214,Emergency Medicine Physicians
61.0104,Family Medicine/Emergency Medicine Combined Specialty Program.,19-1042,"Medical Scientists, Except Epidemiologists"
61.0104,Family Medicine/Emergency Medicine Combined Specialty Program.,25-1071,"Health Specialties Teachers, Postsecondary"
61.0104,Family Medicine/Emergency Medicine Combined Specialty Program.,29-1214,Emergency Medicine Physicians
61.0104,Family Medicine/Emergency Medicine Combined Specialty Program.,29-1215,Family Medicine Physicians
61.0105,Family Medicine/Osteopathic Neuromusculoskeletal Medicine Combined Specialty Program.,19-1042,"Medical Scientists, Except Epidemiologists"
61.0105,Family Medicine/Osteopathic Neuromusculoskeletal Medicine Combined Specialty Program.,25-1071,"Health Specialties Teachers, Postsecondary"
61.0105,Family Medicine/Osteopathic Neuromusculoskeletal Medicine Combined Specialty Program.,29-1215,Family Medicine Physicians
61.0105,Family Medicine/Osteopathic Neuromusculoskeletal Medicine Combined Specialty Program.,29-1229,"Physicians, All Other"
61.0106,Family Medicine/Preventive Medicine Combined Specialty Program.,19-1042,"Medical Scientists, Except Epidemiologists"
61.0106,Family Medicine/Preventive Medicine Combined Specialty Program.,25-1071,"Health Specialties Teachers, Postsecondary"
61.0106,Family Medicine/Preventive Medicine Combined Specialty Program.,29-1215,Family Medicine Physicians
61.0106,Family Medicine/Preventive Medicine Combined Specialty Program.,29-1229,"Physicians, All Other"
61.0107,Family Medicine/Psychiatry Combined Specialty Program.,19-1042,"Medical Scientists, Except Epidemiologists"
61.0107,Family Medicine/Psychiatry Combined Specialty Program.,25-1071,"Health Specialties Teachers, Postsecondary"
61.0107,Family Medicine/Psychiatry Combined Specialty Program.,29-1215,Family Medicine Physicians
61.0107,Family Medicine/Psychiatry Combined Specialty Program.,29-1223,Psychiatrists
61.0108,Internal Medicine/Anesthesiology Combined Specialty Program.,19-1042,"Medical Scientists, Except Epidemiologists"
61.0108,Internal Medicine/Anesthesiology Combined Specialty Program.,25-1071,"Health Specialties Teachers, Postsecondary"
61.0108,Internal Medicine/Anesthesiology Combined Specialty Program.,29-1211,Anesthesiologists
61.0108,Internal Medicine/Anesthesiology Combined Specialty Program.,29-1216,General Internal Medicine Physicians
61.0109,Internal Medicine/Dermatology Combined Specialty Program.,19-1042,"Medical Scientists, Except Epidemiologists"
61.0109,Internal Medicine/Dermatology Combined Specialty Program.,25-1071,"Health Specialties Teachers, Postsecondary"
61.0109,Internal Medicine/Dermatology Combined Specialty Program.,29-1213,Dermatologists
61.0109,Internal Medicine/Dermatology Combined Specialty Program.,29-1216,General Internal Medicine Physicians
61.0110,Internal Medicine/Emergency Medicine Combined Specialty Program.,19-1042,"Medical Scientists, Except Epidemiologists"
61.0110,Internal Medicine/Emergency Medicine Combined Specialty Program.,25-1071,"Health Specialties Teachers, Postsecondary"
61.0110,Internal Medicine/Emergency Medicine Combined Specialty Program.,29-1214,Emergency Medicine Physicians
61.0110,Internal Medicine/Emergency Medicine Combined Specialty Program.,29-1216,General Internal Medicine Physicians
61.0111,Internal Medicine/Emergency Medicine/Critical Care Medicine Combined Specialty Program.,19-1042,"Medical Scientists, Except Epidemiologists"
61.0111,Internal Medicine/Emergency Medicine/Critical Care Medicine Combined Specialty Program.,25-1071,"Health Specialties Teachers, Postsecondary"
61.0111,Internal Medicine/Emergency Medicine/Critical Care Medicine Combined Specialty Program.,29-1214,Emergency Medicine Physicians
61.0111,Internal Medicine/Emergency Medicine/Critical Care Medicine Combined Specialty Program.,29-1216,General Internal Medicine Physicians
61.0112,Internal Medicine/Family Medicine Combined Specialty Program.,19-1042,"Medical Scientists, Except Epidemiologists"
61.0112,Internal Medicine/Family Medicine Combined Specialty Program.,25-1071,"Health Specialties Teachers, Postsecondary"
61.0112,Internal Medicine/Family Medicine Combined Specialty Program.,29-1215,Family Medicine Physicians
61.0112,Internal Medicine/Family Medicine Combined Specialty Program.,29-1216,General Internal Medicine Physicians
61.0113,Internal Medicine/Medical Genetics and Genomics Combined Specialty Program.,19-1042,"Medical Scientists, Except Epidemiologists"
61.0113,Internal Medicine/Medical Genetics and Genomics Combined Specialty Program.,25-1071,"Health Specialties Teachers, Postsecondary"
61.0113,Internal Medicine/Medical Genetics and Genomics Combined Specialty Program.,29-1229,"Physicians, All Other"
61.0114,Internal Medicine/Neurology Combined Specialty Program.,19-1042,"Medical Scientists, Except Epidemiologists"
61.0114,Internal Medicine/Neurology Combined Specialty Program.,25-1071,"Health Specialties Teachers, Postsecondary"
61.0114,Internal Medicine/Neurology Combined Specialty Program.,29-1216,General Internal Medicine Physicians
61.0114,Internal Medicine/Neurology Combined Specialty Program.,29-1217,Neurologists
61.0115,Internal Medicine/Pediatrics Combined Specialty Program.,19-1042,"Medical Scientists, Except Epidemiologists"
61.0115,Internal Medicine/Pediatrics Combined Specialty Program.,25-1071,"Health Specialties Teachers, Postsecondary"
61.0115,Internal Medicine/Pediatrics Combined Specialty Program.,29-1216,General Internal Medicine Physicians
61.0115,Internal Medicine/Pediatrics Combined Specialty Program.,29-1221,"Pediatricians, General"
61.0116,Internal Medicine/Preventive Medicine Combined Specialty Program.,19-1042,"Medical Scientists, Except Epidemiologists"
61.0116,Internal Medicine/Preventive Medicine Combined Specialty Program.,25-1071,"Health Specialties Teachers, Postsecondary"
61.0116,Internal Medicine/Preventive Medicine Combined Specialty Program.,29-1216,General Internal Medicine Physicians
61.0116,Internal Medicine/Preventive Medicine Combined Specialty Program.,29-1229,"Physicians, All Other"
61.0117,Internal Medicine/Psychiatry Combined Specialty Program.,19-1042,"Medical Scientists, Except Epidemiologists"
61.0117,Internal Medicine/Psychiatry Combined Specialty Program.,25-1071,"Health Specialties Teachers, Postsecondary"
61.0117,Internal Medicine/Psychiatry Combined Specialty Program.,29-1216,General Internal Medicine Physicians
61.0117,Internal Medicine/Psychiatry Combined Specialty Program.,29-1223,Psychiatrists
61.0118,Medical Genetics and Genomics/Maternal-Fetal Medicine Combined Specialty Program.,19-1042,"Medical Scientists, Except Epidemiologists"
61.0118,Medical Genetics and Genomics/Maternal-Fetal Medicine Combined Specialty Program.,25-1071,"Health Specialties Teachers, Postsecondary"
61.0118,Medical Genetics and Genomics/Maternal-Fetal Medicine Combined Specialty Program.,29-1229,"Physicians, All Other"
61.0119,Pediatrics/Anesthesiology Combined Specialty Program.,19-1042,"Medical Scientists, Except Epidemiologists"
61.0119,Pediatrics/Anesthesiology Combined Specialty Program.,25-1071,"Health Specialties Teachers, Postsecondary"
61.0119,Pediatrics/Anesthesiology Combined Specialty Program.,29-1211,Anesthesiologists
61.0119,Pediatrics/Anesthesiology Combined Specialty Program.,29-1221,"Pediatricians, General"
61.0120,Pediatrics/Emergency Medicine Combined Specialty Program.,19-1042,"Medical Scientists, Except Epidemiologists"
61.0120,Pediatrics/Emergency Medicine Combined Specialty Program.,25-1071,"Health Specialties Teachers, Postsecondary"
61.0120,Pediatrics/Emergency Medicine Combined Specialty Program.,29-1214,Emergency Medicine Physicians
61.0120,Pediatrics/Emergency Medicine Combined Specialty Program.,29-1221,"Pediatricians, General"
61.0121,Pediatrics/Medical Genetics and Genomics Combined Specialty Program.,19-1042,"Medical Scientists, Except Epidemiologists"
61.0121,Pediatrics/Medical Genetics and Genomics Combined Specialty Program.,25-1071,"Health Specialties Teachers, Postsecondary"
61.0121,Pediatrics/Medical Genetics and Genomics Combined Specialty Program.,29-1221,"Pediatricians, General"
61.0121,Pediatrics/Medical Genetics and Genomics Combined Specialty Program.,29-1229,"Physicians, All Other"
61.0122,Pediatrics/Physical Medicine & Rehabilitation Combined Specialty Program.,19-1042,"Medical Scientists, Except Epidemiologists"
61.0122,Pediatrics/Physical Medicine & Rehabilitation Combined Specialty Program.,25-1071,"Health Specialties Teachers, Postsecondary"
61.0122,Pediatrics/Physical Medicine & Rehabilitation Combined Specialty Program.,29-1221,"Pediatricians, General"
61.0122,Pediatrics/Physical Medicine & Rehabilitation Combined Specialty Program.,29-1229,"Physicians, All Other"
61.0123,Pediatrics/Psychology/Child-Adolescent Psychology Combined Specialty Program.,19-1042,"Medical Scientists, Except Epidemiologists"
61.0123,Pediatrics/Psychology/Child-Adolescent Psychology Combined Specialty Program.,25-1071,"Health Specialties Teachers, Postsecondary"
61.0123,Pediatrics/Psychology/Child-Adolescent Psychology Combined Specialty Program.,29-1221,"Pediatricians, General"
61.0123,Pediatrics/Psychology/Child-Adolescent Psychology Combined Specialty Program.,29-1223,Psychiatrists
61.0124,Psychiatry/Neurology Combined Specialty Program.,19-1042,"Medical Scientists, Except Epidemiologists"
61.0124,Psychiatry/Neurology Combined Specialty Program.,25-1071,"Health Specialties Teachers, Postsecondary"
61.0124,Psychiatry/Neurology Combined Specialty Program.,29-1217,Neurologists
61.0124,Psychiatry/Neurology Combined Specialty Program.,29-1223,Psychiatrists
61.0125,Reproductive Endocrinology and Infertility/Medical Genetics and Genomics Combined Specialty Program.,19-1042,"Medical Scientists, Except Epidemiologists"
61.0125,Reproductive Endocrinology and Infertility/Medical Genetics and Genomics Combined Specialty Program.,25-1071,"Health Specialties Teachers, Postsecondary"
61.0125,Reproductive Endocrinology and Infertility/Medical Genetics and Genomics Combined Specialty Program.,29-1229,"Physicians, All Other"
61.0199,"Combined Medical Residency/Fellowship Programs, Other.",19-1042,"Medical Scientists, Except Epidemiologists"
61.0199,"Combined Medical Residency/Fellowship Programs, Other.",25-1071,"Health Specialties Teachers, Postsecondary"
61.0199,"Combined Medical Residency/Fellowship Programs, Other.",29-1229,"Physicians, All Other"
61.0199,"Combined Medical Residency/Fellowship Programs, Other.",29-1249,"Surgeons, All Other"
61.0204,Health Policy Fellowship Program.,25-1071,"Health Specialties Teachers, Postsecondary"
61.0206,Integrative Medicine Fellowship Program.,19-1042,"Medical Scientists, Except Epidemiologists"
61.0206,Integrative Medicine Fellowship Program.,25-1071,"Health Specialties Teachers, Postsecondary"
61.0206,Integrative Medicine Fellowship Program.,29-1229,"Physicians, All Other"
61.0207,Medical Education Fellowship Program.,11-9033,"Education Administrators, Postsecondary"
61.0207,Medical Education Fellowship Program.,25-1071,"Health Specialties Teachers, Postsecondary"
61.0211,Simulation Fellowship Program.,11-9033,"Education Administrators, Postsecondary"
61.0211,Simulation Fellowship Program.,25-1071,"Health Specialties Teachers, Postsecondary"
61.0215,Telemedicine Fellowship Program.,19-1042,"Medical Scientists, Except Epidemiologists"
61.0215,Telemedicine Fellowship Program.,25-1071,"Health Specialties Teachers, Postsecondary"
61.0215,Telemedicine Fellowship Program.,29-1229,"Physicians, All Other"
61.0217,Wilderness Medicine Fellowship Program.,19-1042,"Medical Scientists, Except Epidemiologists"
61.0217,Wilderness Medicine Fellowship Program.,25-1071,"Health Specialties Teachers, Postsecondary"
61.0217,Wilderness Medicine Fellowship Program.,29-1214,Emergency Medicine Physicians
61.0218,Women's Health Fellowship Program.,19-1042,"Medical Scientists, Except Epidemiologists"
61.0218,Women's Health Fellowship Program.,25-1071,"Health Specialties Teachers, Postsecondary"
61.0218,Women's Health Fellowship Program.,29-1229,"Physicians, All Other"
61.0299,"Multiple-Pathway Medical Fellowship Programs, Other.",19-1042,"Medical Scientists, Except Epidemiologists"
61.0299,"Multiple-Pathway Medical Fellowship Programs, Other.",25-1071,"Health Specialties Teachers, Postsecondary"
61.0299,"Multiple-Pathway Medical Fellowship Programs, Other.",29-1229,"Physicians, All Other"
61.0299,"Multiple-Pathway Medical Fellowship Programs, Other.",29-1249,"Surgeons, All Other"
61.0399,"Allergy and Immunology Residency/Fellowship Programs, Other.",19-1042,"Medical Scientists, Except Epidemiologists"
61.0399,"Allergy and Immunology Residency/Fellowship Programs, Other.",25-1071,"Health Specialties Teachers, Postsecondary"
61.0399,"Allergy and Immunology Residency/Fellowship Programs, Other.",29-1229,"Physicians, All Other"
61.0499,"Anesthesiology Residency/Fellowship Programs, Other.",19-1042,"Medical Scientists, Except Epidemiologists"
61.0499,"Anesthesiology Residency/Fellowship Programs, Other.",25-1071,"Health Specialties Teachers, Postsecondary"
61.0499,"Anesthesiology Residency/Fellowship Programs, Other.",29-1211,Anesthesiologists
61.0599,"Dermatology Residency/Fellowship Programs, Other.",19-1042,"Medical Scientists, Except Epidemiologists"
61.0599,"Dermatology Residency/Fellowship Programs, Other.",25-1071,"Health Specialties Teachers, Postsecondary"
61.0599,"Dermatology Residency/Fellowship Programs, Other.",29-1213,Dermatologists
61.0602,Disaster Medicine Fellowship Program.,19-1042,"Medical Scientists, Except Epidemiologists"
61.0602,Disaster Medicine Fellowship Program.,25-1071,"Health Specialties Teachers, Postsecondary"
61.0602,Disaster Medicine Fellowship Program.,29-1214,Emergency Medicine Physicians
61.0603,Emergency Medical Services Fellowship Program.,11-9161,Emergency Management Directors
61.0603,Emergency Medical Services Fellowship Program.,19-1042,"Medical Scientists, Except Epidemiologists"
61.0603,Emergency Medical Services Fellowship Program.,25-1071,"Health Specialties Teachers, Postsecondary"
61.0603,Emergency Medical Services Fellowship Program.,29-1214,Emergency Medicine Physicians
61.0699,"Emergency Medicine Residency/Fellowship Programs, Other.",19-1042,"Medical Scientists, Except Epidemiologists"
61.0699,"Emergency Medicine Residency/Fellowship Programs, Other.",25-1071,"Health Specialties Teachers, Postsecondary"
61.0699,"Emergency Medicine Residency/Fellowship Programs, Other.",29-1214,Emergency Medicine Physicians
61.0799,"Family Medicine Residency/Fellowship Programs, Other.",19-1042,"Medical Scientists, Except Epidemiologists"
61.0799,"Family Medicine Residency/Fellowship Programs, Other.",25-1071,"Health Specialties Teachers, Postsecondary"
61.0799,"Family Medicine Residency/Fellowship Programs, Other.",29-1215,Family Medicine Physicians
61.0809,Hematology-Oncology Fellowship Program.,19-1042,"Medical Scientists, Except Epidemiologists"
61.0809,Hematology-Oncology Fellowship Program.,25-1071,"Health Specialties Teachers, Postsecondary"
61.0809,Hematology-Oncology Fellowship Program.,29-1229,"Physicians, All Other"
61.0899,"Internal Medicine Residency/Fellowship Programs, Other.",19-1042,"Medical Scientists, Except Epidemiologists"
61.0899,"Internal Medicine Residency/Fellowship Programs, Other.",25-1071,"Health Specialties Teachers, Postsecondary"
61.0899,"Internal Medicine Residency/Fellowship Programs, Other.",29-1229,"Physicians, All Other"
61.0903,Laboratory Genetics and Genomics Residency Program.,19-1042,"Medical Scientists, Except Epidemiologists"
61.0903,Laboratory Genetics and Genomics Residency Program.,25-1071,"Health Specialties Teachers, Postsecondary"
61.0903,Laboratory Genetics and Genomics Residency Program.,29-1229,"Physicians, All Other"
61.0999,"Medical Genetics and Genomics Residency/Fellowship Programs, Other.",19-1042,"Medical Scientists, Except Epidemiologists"
61.0999,"Medical Genetics and Genomics Residency/Fellowship Programs, Other.",25-1071,"Health Specialties Teachers, Postsecondary"
61.0999,"Medical Genetics and Genomics Residency/Fellowship Programs, Other.",29-1229,"Physicians, All Other"
61.1099,"Neurological Surgery Residency/Fellowship Programs, Other.",19-1042,"Medical Scientists, Except Epidemiologists"
61.1099,"Neurological Surgery Residency/Fellowship Programs, Other.",25-1071,"Health Specialties Teachers, Postsecondary"
61.1099,"Neurological Surgery Residency/Fellowship Programs, Other.",29-1249,"Surgeons, All Other"
61.1104,Epilepsy Fellowship Program.,19-1042,"Medical Scientists, Except Epidemiologists"
61.1104,Epilepsy Fellowship Program.,25-1071,"Health Specialties Teachers, Postsecondary"
61.1104,Epilepsy Fellowship Program.,29-1217,Neurologists
61.1105,Headache Medicine Fellowship Program.,19-1042,"Medical Scientists, Except Epidemiologists"
61.1105,Headache Medicine Fellowship Program.,25-1071,"Health Specialties Teachers, Postsecondary"
61.1105,Headache Medicine Fellowship Program.,29-1217,Neurologists
61.1199,"Neurology Residency/Fellowship Programs, Other.",19-1042,"Medical Scientists, Except Epidemiologists"
61.1199,"Neurology Residency/Fellowship Programs, Other.",25-1071,"Health Specialties Teachers, Postsecondary"
61.1199,"Neurology Residency/Fellowship Programs, Other.",29-1217,Neurologists
61.1299,"Nuclear Medicine Residency/Fellowship Programs, Other.",19-1042,"Medical Scientists, Except Epidemiologists"
61.1299,"Nuclear Medicine Residency/Fellowship Programs, Other.",25-1071,"Health Specialties Teachers, Postsecondary"
61.1299,"Nuclear Medicine Residency/Fellowship Programs, Other.",29-1224,Radiologists
61.1399,"Obstetrics and Gynecology Residency/Fellowship Programs, Other.",19-1042,"Medical Scientists, Except Epidemiologists"
61.1399,"Obstetrics and Gynecology Residency/Fellowship Programs, Other.",25-1071,"Health Specialties Teachers, Postsecondary"
61.1399,"Obstetrics and Gynecology Residency/Fellowship Programs, Other.",29-1218,Obstetricians and Gynecologists
61.1499,"Ophthalmology Residency/Fellowship Programs, Other.",19-1042,"Medical Scientists, Except Epidemiologists"
61.1499,"Ophthalmology Residency/Fellowship Programs, Other.",25-1071,"Health Specialties Teachers, Postsecondary"
61.1499,"Ophthalmology Residency/Fellowship Programs, Other.",29-1241,"Ophthalmologists, Except Pediatric"
61.1599,"Orthopedic Surgery Residency/Fellowship Programs, Other.",19-1042,"Medical Scientists, Except Epidemiologists"
61.1599,"Orthopedic Surgery Residency/Fellowship Programs, Other.",25-1071,"Health Specialties Teachers, Postsecondary"
61.1599,"Orthopedic Surgery Residency/Fellowship Programs, Other.",29-1242,"Orthopedic Surgeons, Except Pediatric"
61.1601,Osteopathic Neuromusculoskeletal Medicine Residency Program.,25-1071,"Health Specialties Teachers, Postsecondary"
61.1601,Osteopathic Neuromusculoskeletal Medicine Residency Program.,29-1229,"Physicians, All Other"
61.1699,"Osteopathic Medicine Residency/Fellowship Programs, Other.",19-1042,"Medical Scientists, Except Epidemiologists"
61.1699,"Osteopathic Medicine Residency/Fellowship Programs, Other.",25-1071,"Health Specialties Teachers, Postsecondary"
61.1699,"Osteopathic Medicine Residency/Fellowship Programs, Other.",29-1229,"Physicians, All Other"
61.1799,"Otolaryngology Residency/Fellowship Programs, Other.",19-1042,"Medical Scientists, Except Epidemiologists"
